stakeholder,industry,materialType,certificationStatus,supplyReliability,technicalQualificationStatus,deliveryTimeline,annualSteelVolumeTonnes,conventionalSteelPricePerTonne,greenPremiumPerTonne,totalPremium,premiumPerProduct,premiumPercentage,baselineCo2Intensity,greenSteelCo2Intensity,co2Saved,proofScore,carbonPrice,indicativeCarbonValue,costSensitivity,proofSensitivity,claimRiskSensitivity,strategicFocus,supplySensitivity,technicalSensitivity,urgencySensitivity,price_objection,proof_certification_objection,greenwashing_objection,supply_reliability_objection,internal_approval_objection,technical_quality_objection,low_urgency_objection
Procurement,Construction,Bar Steel,Not started,High,In qualification,Immediate,7238.0,832.0,137.0,991606.0,8.562426063604729,0.16466346153846154,2.193697801641684,0.5998105648757397,11536.555819711904,0.5,85.0,980607.2446755118,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,1,0,0,0,1,0
Sustainability,Construction,Bar Steel,Not started,High,In qualification,Immediate,7238.0,832.0,137.0,991606.0,8.562426063604729,0.16466346153846154,2.193697801641684,0.5998105648757397,11536.555819711904,0.5,85.0,980607.2446755118,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,1,0,1,1,0
Management,Construction,Bar Steel,Not started,High,In qualification,Immediate,7238.0,832.0,137.0,991606.0,8.562426063604729,0.16466346153846154,2.193697801641684,0.5998105648757397,11536.555819711904,0.5,85.0,980607.2446755118,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,1,0,0,0,0
Compliance,Construction,Bar Steel,Not started,High,In qualification,Immediate,7238.0,832.0,137.0,991606.0,8.562426063604729,0.16466346153846154,2.193697801641684,0.5998105648757397,11536.555819711904,0.5,85.0,980607.2446755118,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,1,0,0
Procurement,Infrastructure,Spring Steel,Certified,High,Qualified,Immediate,30171.0,916.0,64.0,1930944.0,1.5920886318606704,0.06986899563318777,2.2816716878442667,0.408344752563147,56520.146964366664,0.5,85.0,4804212.491971167,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,1,1,1,0,0
Sustainability,Infrastructure,Spring Steel,Certified,High,Qualified,Immediate,30171.0,916.0,64.0,1930944.0,1.5920886318606704,0.06986899563318777,2.2816716878442667,0.408344752563147,56520.146964366664,0.5,85.0,4804212.491971167,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,0,0,0,0,0
Management,Infrastructure,Spring Steel,Certified,High,Qualified,Immediate,30171.0,916.0,64.0,1930944.0,1.5920886318606704,0.06986899563318777,2.2816716878442667,0.408344752563147,56520.146964366664,0.5,85.0,4804212.491971167,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,0,0,0,1,0
Compliance,Infrastructure,Spring Steel,Certified,High,Qualified,Immediate,30171.0,916.0,64.0,1930944.0,1.5920886318606704,0.06986899563318777,2.2816716878442667,0.408344752563147,56520.146964366664,0.5,85.0,4804212.491971167,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,0,0,0,0,0
Procurement,Construction,Wire Rod,Pending,High,Not qualified,Within 6 months,9645.0,942.0,149.0,1437105.0,1.027317353532191,0.15817409766454352,2.134592114949794,0.4758619519258144,15998.452422366287,0.0,85.0,1359868.4559011343,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,1,0,0,0,1,1
Sustainability,Construction,Wire Rod,Pending,High,Not qualified,Within 6 months,9645.0,942.0,149.0,1437105.0,1.027317353532191,0.15817409766454352,2.134592114949794,0.4758619519258144,15998.452422366287,0.0,85.0,1359868.4559011343,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,1,1,0
Management,Construction,Wire Rod,Pending,High,Not qualified,Within 6 months,9645.0,942.0,149.0,1437105.0,1.027317353532191,0.15817409766454352,2.134592114949794,0.4758619519258144,15998.452422366287,0.0,85.0,1359868.4559011343,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,0,0,0,1
Compliance,Construction,Wire Rod,Pending,High,Not qualified,Within 6 months,9645.0,942.0,149.0,1437105.0,1.027317353532191,0.15817409766454352,2.134592114949794,0.4758619519258144,15998.452422366287,0.0,85.0,1359868.4559011343,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,0,1,0
Procurement,Automotive,Bar Steel,Not started,Medium,Not qualified,Within 3 months,8698.0,936.0,116.0,1008968.0,1.9245455048324982,0.12393162393162394,2.3454515888348464,0.830808452461248,13174.366000177559,0.25,85.0,1119821.1100150924,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,0,0,1,1
Sustainability,Automotive,Bar Steel,Not started,Medium,Not qualified,Within 3 months,8698.0,936.0,116.0,1008968.0,1.9245455048324982,0.12393162393162394,2.3454515888348464,0.830808452461248,13174.366000177559,0.25,85.0,1119821.1100150924,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,0,1,0
Management,Automotive,Bar Steel,Not started,Medium,Not qualified,Within 3 months,8698.0,936.0,116.0,1008968.0,1.9245455048324982,0.12393162393162394,2.3454515888348464,0.830808452461248,13174.366000177559,0.25,85.0,1119821.1100150924,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,1,1,0,1,0
Compliance,Automotive,Bar Steel,Not started,Medium,Not qualified,Within 3 months,8698.0,936.0,116.0,1008968.0,1.9245455048324982,0.12393162393162394,2.3454515888348464,0.830808452461248,13174.366000177559,0.25,85.0,1119821.1100150924,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,1,0,1
Procurement,Infrastructure,Wire Rod,Pending,Low,Not qualified,Immediate,9698.0,835.0,159.0,1541982.0,0.7426492756917747,0.19041916167664671,2.138624322230859,0.7073746023812361,13880.259783101641,0.8333333333333334,85.0,1179822.0815636395,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,1,0,1,0
Sustainability,Infrastructure,Wire Rod,Pending,Low,Not qualified,Immediate,9698.0,835.0,159.0,1541982.0,0.7426492756917747,0.19041916167664671,2.138624322230859,0.7073746023812361,13880.259783101641,0.8333333333333334,85.0,1179822.0815636395,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,0,1,0
Management,Infrastructure,Wire Rod,Pending,Low,Not qualified,Immediate,9698.0,835.0,159.0,1541982.0,0.7426492756917747,0.19041916167664671,2.138624322230859,0.7073746023812361,13880.259783101641,0.8333333333333334,85.0,1179822.0815636395,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,1,1,0,0,0
Compliance,Infrastructure,Wire Rod,Pending,Low,Not qualified,Immediate,9698.0,835.0,159.0,1541982.0,0.7426492756917747,0.19041916167664671,2.138624322230859,0.7073746023812361,13880.259783101641,0.8333333333333334,85.0,1179822.0815636395,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,0,0,0,0,1
Procurement,Renewable Energy,Forged Components,Certified,Low,Not qualified,Within 6 months,17433.0,614.0,141.0,2458053.0,10.120400525360155,0.2296416938110749,2.360824694104098,0.5171038716980354,32141.585097004885,0.0,85.0,2732034.733245415,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,1,0,1,1,1
Sustainability,Renewable Energy,Forged Components,Certified,Low,Not qualified,Within 6 months,17433.0,614.0,141.0,2458053.0,10.120400525360155,0.2296416938110749,2.360824694104098,0.5171038716980354,32141.585097004885,0.0,85.0,2732034.733245415,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,1,1,1,1
Management,Renewable Energy,Forged Components,Certified,Low,Not qualified,Within 6 months,17433.0,614.0,141.0,2458053.0,10.120400525360155,0.2296416938110749,2.360824694104098,0.5171038716980354,32141.585097004885,0.0,85.0,2732034.733245415,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,1,1,0,1,0
Compliance,Renewable Energy,Forged Components,Certified,Low,Not qualified,Within 6 months,17433.0,614.0,141.0,2458053.0,10.120400525360155,0.2296416938110749,2.360824694104098,0.5171038716980354,32141.585097004885,0.0,85.0,2732034.733245415,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,1,0,1,1
Procurement,Automotive,Bar Steel,Not started,Low,Not qualified,Beyond 12 months,9807.0,659.0,244.0,2392908.0,7.07324772985244,0.37025796661608495,1.7385735181884665,0.8598203433956981,8617.93238519268,0.0,85.0,732524.2527413778,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,0,1,1,0,1
Sustainability,Automotive,Bar Steel,Not started,Low,Not qualified,Beyond 12 months,9807.0,659.0,244.0,2392908.0,7.07324772985244,0.37025796661608495,1.7385735181884665,0.8598203433956981,8617.93238519268,0.0,85.0,732524.2527413778,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,0,0,1
Management,Automotive,Bar Steel,Not started,Low,Not qualified,Beyond 12 months,9807.0,659.0,244.0,2392908.0,7.07324772985244,0.37025796661608495,1.7385735181884665,0.8598203433956981,8617.93238519268,0.0,85.0,732524.2527413778,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,1,0,1,1,1,1
Compliance,Automotive,Bar Steel,Not started,Low,Not qualified,Beyond 12 months,9807.0,659.0,244.0,2392908.0,7.07324772985244,0.37025796661608495,1.7385735181884665,0.8598203433956981,8617.93238519268,0.0,85.0,732524.2527413778,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,0,1,0
Procurement,Machinery,Forged Components,Not started,High,Not qualified,Immediate,22435.0,854.0,170.0,3813950.0,1.984671929012964,0.1990632318501171,2.181780797766831,0.41940453337073447,39538.91149172643,0.25,85.0,3360807.4767967467,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,0,1,1,1,0
Sustainability,Machinery,Forged Components,Not started,High,Not qualified,Immediate,22435.0,854.0,170.0,3813950.0,1.984671929012964,0.1990632318501171,2.181780797766831,0.41940453337073447,39538.91149172643,0.25,85.0,3360807.4767967467,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,1,0,0,1
Management,Machinery,Forged Components,Not started,High,Not qualified,Immediate,22435.0,854.0,170.0,3813950.0,1.984671929012964,0.1990632318501171,2.181780797766831,0.41940453337073447,39538.91149172643,0.25,85.0,3360807.4767967467,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,1,0,1,1,0
Compliance,Machinery,Forged Components,Not started,High,Not qualified,Immediate,22435.0,854.0,170.0,3813950.0,1.984671929012964,0.1990632318501171,2.181780797766831,0.41940453337073447,39538.91149172643,0.25,85.0,3360807.4767967467,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,0,1,1
Procurement,Construction,Engineering Steel,Pending,Medium,Qualified,Within 3 months,21072.0,879.0,188.0,3961536.0,54.94044878373506,0.21387940841865757,2.233210465983873,0.5360221659487843,35763.15185833939,0.0,85.0,3039867.9079588484,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,0,0,1,0,1
Sustainability,Construction,Engineering Steel,Pending,Medium,Qualified,Within 3 months,21072.0,879.0,188.0,3961536.0,54.94044878373506,0.21387940841865757,2.233210465983873,0.5360221659487843,35763.15185833939,0.0,85.0,3039867.9079588484,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,0,1,0,0,0,1
Management,Construction,Engineering Steel,Pending,Medium,Qualified,Within 3 months,21072.0,879.0,188.0,3961536.0,54.94044878373506,0.21387940841865757,2.233210465983873,0.5360221659487843,35763.15185833939,0.0,85.0,3039867.9079588484,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,0,0,1,0,1,0
Compliance,Construction,Engineering Steel,Pending,Medium,Qualified,Within 3 months,21072.0,879.0,188.0,3961536.0,54.94044878373506,0.21387940841865757,2.233210465983873,0.5360221659487843,35763.15185833939,0.0,85.0,3039867.9079588484,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,0,0,0
Procurement,Infrastructure,Bar Steel,Certified,High,In qualification,Within 3 months,11597.0,662.0,252.0,2922444.0,1.0621947381008285,0.3806646525679758,2.248271144573863,0.37608135655035274,21711.78497170865,0.0,85.0,1845501.7225952353,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,0,1,1,1,0
Sustainability,Infrastructure,Bar Steel,Certified,High,In qualification,Within 3 months,11597.0,662.0,252.0,2922444.0,1.0621947381008285,0.3806646525679758,2.248271144573863,0.37608135655035274,21711.78497170865,0.0,85.0,1845501.7225952353,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,1,1,0,1,0,0
Management,Infrastructure,Bar Steel,Certified,High,In qualification,Within 3 months,11597.0,662.0,252.0,2922444.0,1.0621947381008285,0.3806646525679758,2.248271144573863,0.37608135655035274,21711.78497170865,0.0,85.0,1845501.7225952353,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,0,0,0,0
Compliance,Infrastructure,Bar Steel,Certified,High,In qualification,Within 3 months,11597.0,662.0,252.0,2922444.0,1.0621947381008285,0.3806646525679758,2.248271144573863,0.37608135655035274,21711.78497170865,0.0,85.0,1845501.7225952353,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,1,0,0
Procurement,Infrastructure,Forged Components,Certified,Medium,In qualification,Within 12 months,3924.0,691.0,118.0,463032.0,2.715252448249575,0.170767004341534,2.1038330464181283,0.7679129489228884,5242.150462571321,1.0,85.0,445582.7893185623,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,1,0,0,0,1
Sustainability,Infrastructure,Forged Components,Certified,Medium,In qualification,Within 12 months,3924.0,691.0,118.0,463032.0,2.715252448249575,0.170767004341534,2.1038330464181283,0.7679129489228884,5242.150462571321,1.0,85.0,445582.7893185623,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,0,0,0,1,1,1
Management,Infrastructure,Forged Components,Certified,Medium,In qualification,Within 12 months,3924.0,691.0,118.0,463032.0,2.715252448249575,0.170767004341534,2.1038330464181283,0.7679129489228884,5242.150462571321,1.0,85.0,445582.7893185623,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,0,1,0,0,1
Compliance,Infrastructure,Forged Components,Certified,Medium,In qualification,Within 12 months,3924.0,691.0,118.0,463032.0,2.715252448249575,0.170767004341534,2.1038330464181283,0.7679129489228884,5242.150462571321,1.0,85.0,445582.7893185623,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,0,0,0,0,1
Procurement,Construction,Wire Rod,Pending,High,In qualification,Within 3 months,6394.0,799.0,152.0,971888.0,0.40090287792338075,0.1902377972465582,1.6191194857595603,0.3541016985770986,8088.523731244661,1.0,85.0,687524.5171557962,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,0,0,1,0,0
Sustainability,Construction,Wire Rod,Pending,High,In qualification,Within 3 months,6394.0,799.0,152.0,971888.0,0.40090287792338075,0.1902377972465582,1.6191194857595603,0.3541016985770986,8088.523731244661,1.0,85.0,687524.5171557962,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,1,1,0,0,1,0
Management,Construction,Wire Rod,Pending,High,In qualification,Within 3 months,6394.0,799.0,152.0,971888.0,0.40090287792338075,0.1902377972465582,1.6191194857595603,0.3541016985770986,8088.523731244661,1.0,85.0,687524.5171557962,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,0,0,1,0
Compliance,Construction,Wire Rod,Pending,High,In qualification,Within 3 months,6394.0,799.0,152.0,971888.0,0.40090287792338075,0.1902377972465582,1.6191194857595603,0.3541016985770986,8088.523731244661,1.0,85.0,687524.5171557962,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,0,0,0,0,1
Procurement,Automotive,Bar Steel,Certified,High,In qualification,Immediate,14094.0,757.0,208.0,2931552.0,2.014975784977751,0.2747688243064729,2.2620474617369175,0.3730078673798048,26624.12404286915,0.25,85.0,2263050.543643878,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,1,0,1,0
Sustainability,Automotive,Bar Steel,Certified,High,In qualification,Immediate,14094.0,757.0,208.0,2931552.0,2.014975784977751,0.2747688243064729,2.2620474617369175,0.3730078673798048,26624.12404286915,0.25,85.0,2263050.543643878,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,1,0,1,1,1
Management,Automotive,Bar Steel,Certified,High,In qualification,Immediate,14094.0,757.0,208.0,2931552.0,2.014975784977751,0.2747688243064729,2.2620474617369175,0.3730078673798048,26624.12404286915,0.25,85.0,2263050.543643878,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,0,1,1,0
Compliance,Automotive,Bar Steel,Certified,High,In qualification,Immediate,14094.0,757.0,208.0,2931552.0,2.014975784977751,0.2747688243064729,2.2620474617369175,0.3730078673798048,26624.12404286915,0.25,85.0,2263050.543643878,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,0,1,0,0,0,0
Procurement,Automotive,Forged Components,Certified,Medium,Not qualified,Within 3 months,33578.0,656.0,175.0,5876150.0,4.177873618994194,0.26676829268292684,1.7834423611184267,0.4983198227567692,43151.84459310773,0.8333333333333334,85.0,3667906.790414157,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,1,0,0,0,1,1
Sustainability,Automotive,Forged Components,Certified,Medium,Not qualified,Within 3 months,33578.0,656.0,175.0,5876150.0,4.177873618994194,0.26676829268292684,1.7834423611184267,0.4983198227567692,43151.84459310773,0.8333333333333334,85.0,3667906.790414157,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,0,1,1,1,0
Management,Automotive,Forged Components,Certified,Medium,Not qualified,Within 3 months,33578.0,656.0,175.0,5876150.0,4.177873618994194,0.26676829268292684,1.7834423611184267,0.4983198227567692,43151.84459310773,0.8333333333333334,85.0,3667906.790414157,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,0,0,1,0,0,0
Compliance,Automotive,Forged Components,Certified,Medium,Not qualified,Within 3 months,33578.0,656.0,175.0,5876150.0,4.177873618994194,0.26676829268292684,1.7834423611184267,0.4983198227567692,43151.84459310773,0.8333333333333334,85.0,3667906.790414157,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,0,0,1,1,0
Procurement,Machinery,Wire Rod,Pending,High,Qualified,Within 3 months,9883.0,911.0,104.0,1027832.0,0.34552273225410424,0.1141602634467618,1.8454138365883919,0.3736428327757028,14545.512830680806,1.0,85.0,1236368.5906078685,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,1,1,1,0,0
Sustainability,Machinery,Wire Rod,Pending,High,Qualified,Within 3 months,9883.0,911.0,104.0,1027832.0,0.34552273225410424,0.1141602634467618,1.8454138365883919,0.3736428327757028,14545.512830680806,1.0,85.0,1236368.5906078685,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,1,0,0,0,0,1
Management,Machinery,Wire Rod,Pending,High,Qualified,Within 3 months,9883.0,911.0,104.0,1027832.0,0.34552273225410424,0.1141602634467618,1.8454138365883919,0.3736428327757028,14545.512830680806,1.0,85.0,1236368.5906078685,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,0,0,0,0,0
Compliance,Machinery,Wire Rod,Pending,High,Qualified,Within 3 months,9883.0,911.0,104.0,1027832.0,0.34552273225410424,0.1141602634467618,1.8454138365883919,0.3736428327757028,14545.512830680806,1.0,85.0,1236368.5906078685,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,0,0,0,0,0
Procurement,Infrastructure,Bar Steel,In audit,Low,In qualification,Within 6 months,4933.0,947.0,198.0,976734.0,0.672207291684589,0.20908130939809927,1.8909506429392304,0.8223843560568582,5271.2374931907425,0.6666666666666666,85.0,448055.1869212131,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,1,1,1,0
Sustainability,Infrastructure,Bar Steel,In audit,Low,In qualification,Within 6 months,4933.0,947.0,198.0,976734.0,0.672207291684589,0.20908130939809927,1.8909506429392304,0.8223843560568582,5271.2374931907425,0.6666666666666666,85.0,448055.1869212131,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,0,1,0,0,0
Management,Infrastructure,Bar Steel,In audit,Low,In qualification,Within 6 months,4933.0,947.0,198.0,976734.0,0.672207291684589,0.20908130939809927,1.8909506429392304,0.8223843560568582,5271.2374931907425,0.6666666666666666,85.0,448055.1869212131,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,0,0,1,0
Compliance,Infrastructure,Bar Steel,In audit,Low,In qualification,Within 6 months,4933.0,947.0,198.0,976734.0,0.672207291684589,0.20908130939809927,1.8909506429392304,0.8223843560568582,5271.2374931907425,0.6666666666666666,85.0,448055.1869212131,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,0,1,1,1,1
Procurement,Renewable Energy,Engineering Steel,Certified,Medium,In qualification,Within 3 months,39903.0,877.0,128.0,5107584.0,4.77274269102571,0.1459521094640821,1.6670599183698356,0.7556233956950451,36369.05156429217,0.25,85.0,3091369.382964834,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,0,1,0,1,1
Sustainability,Renewable Energy,Engineering Steel,Certified,Medium,In qualification,Within 3 months,39903.0,877.0,128.0,5107584.0,4.77274269102571,0.1459521094640821,1.6670599183698356,0.7556233956950451,36369.05156429217,0.25,85.0,3091369.382964834,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,0,1,0,0,0,1
Management,Renewable Energy,Engineering Steel,Certified,Medium,In qualification,Within 3 months,39903.0,877.0,128.0,5107584.0,4.77274269102571,0.1459521094640821,1.6670599183698356,0.7556233956950451,36369.05156429217,0.25,85.0,3091369.382964834,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,0,0,1,0
Compliance,Renewable Energy,Engineering Steel,Certified,Medium,In qualification,Within 3 months,39903.0,877.0,128.0,5107584.0,4.77274269102571,0.1459521094640821,1.6670599183698356,0.7556233956950451,36369.05156429217,0.25,85.0,3091369.382964834,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,1,1,1,1,0,0
Procurement,Machinery,Bar Steel,In audit,Low,Qualified,Beyond 12 months,35112.0,795.0,68.0,2387616.0,1.2943610883272463,0.08553459119496855,2.3340982656648936,0.7031765167705253,57264.92444717906,0.4,85.0,4867518.57801022,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,1,1,0,0,1
Sustainability,Machinery,Bar Steel,In audit,Low,Qualified,Beyond 12 months,35112.0,795.0,68.0,2387616.0,1.2943610883272463,0.08553459119496855,2.3340982656648936,0.7031765167705253,57264.92444717906,0.4,85.0,4867518.57801022,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,1,0,1
Management,Machinery,Bar Steel,In audit,Low,Qualified,Beyond 12 months,35112.0,795.0,68.0,2387616.0,1.2943610883272463,0.08553459119496855,2.3340982656648936,0.7031765167705253,57264.92444717906,0.4,85.0,4867518.57801022,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,1,1,1,0,1
Compliance,Machinery,Bar Steel,In audit,Low,Qualified,Beyond 12 months,35112.0,795.0,68.0,2387616.0,1.2943610883272463,0.08553459119496855,2.3340982656648936,0.7031765167705253,57264.92444717906,0.4,85.0,4867518.57801022,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,1,1,0,0
Procurement,Renewable Energy,Bar Steel,Not started,High,Not qualified,Beyond 12 months,26665.0,758.0,85.0,2266525.0,0.8316473076426315,0.11213720316622691,1.6344593301519947,0.3647232811475525,33857.51174670345,0.3333333333333333,85.0,2877888.4984697932,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,0,0,0,1,1
Sustainability,Renewable Energy,Bar Steel,Not started,High,Not qualified,Beyond 12 months,26665.0,758.0,85.0,2266525.0,0.8316473076426315,0.11213720316622691,1.6344593301519947,0.3647232811475525,33857.51174670345,0.3333333333333333,85.0,2877888.4984697932,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,0,0,1,0,1
